user_id,customer_age,gender,married,has_children,home_city,home_country,home_airport,num_trips,num_sessions,user_start_date,user_end_date,active_presence_days,total_page_clicks,mean_clicks_per_session,average_session_time,cancelled_session_count,completed_flight_orders,completed_hotel_orders,aggregate_flight_spend,aggregate_hotel_spend,overall_transaction_value,avg_flight_price,avg_hotel_price,trip_revenue_avg,promo_booking_ratio,mean_savings_value,savings_per_kilometer,mean_seat_count,mean_room_quantity,avg_nights_booked,avg_flight_distance,avg_trip_timespan,booking_lead_interval,session_frequency,user_activity_lifespan,last_seen_date,conversion_ratio,total_flight_distance,total_checked_bags,checked_bag_usage_ratio,flight_hotel_mix_ratio,age_group,avg_total_sales,customer_value_per_trip,customer_value_per_session,avg_cust_lifespan,hotel_discount_proportion,flight_discount_proportion,avg_flight_discount_charges,avg_hotel_discount_charges,total_discount_proportion,avg_dollar_saved,avg_dollar_saved_per_km,booking_count,booking_rate,active_days,avg_page_clicks,avg_bags,cancellation_rate,num_flight_booked,num_hotel_booked,avg_num_seats,total_checked_bags,travel_lead_time,avg_cancel_lead_time,total_dist_flown,avg_dist_flown_incl,avg_hotel_stay,avg_hotel_rooms,avg_trip_duration,avg_session_duration,num_flights_discount_applied,num_hotel_discount_applied,num_flights_discount_offered,num_hotel_discount_offered,total_hotel_discount_charges,total_flight_discount_charges,discounted_booking_rate,avg_dist_flown,flight_to_hotel_booking_ratio,checked_bags_ratio,lifetime_customer_value,scaled_ads
512589,44.0,M,0,0,lincoln,usa,LNK,4,8,2023-01-05,2023-05-19,8,124,15.5,117.5,0,4,4,732.67,865.0,1597.67,91.58375,108.125,183.1675,0.25,0.0,0.0,1.0,1.0,2.0,1372.210652709805,3.0,6.25,8,134,2023-05-19,0.5,5488.84261083922,0,0.0,1.0,Middle Aged,1597.67,399.4175,199.70875,0.7444444444444445,0.125,0.25,0.175,0.15,0.375,0.0,0.0,4,0.5,134.0,15.5,0.0,0.0,4,4,1.0,0,6.25,,5488.84261083922,686.105326354902,2.0,1.0,3.0,0 days 00:01:57.500000,0,0,2,1,0.0,0.0,0.0,1372.210652709805,1.0,0,297.3441388888889,0.0
512596,56.0,F,1,0,laredo,usa,LRD,5,8,2023-01-05,2023-07-19,8,140,17.5,131.125,0,4,4,1470.04,2841.0,4311.04,183.755,355.125,294.008,0.0,0.0,0.0,0.8,0.8,3.0,1722.14756123258,3.5,7.25,8,195,2023-07-19,0.625,8610.737806162897,1,0.25,1.0,Middle Aged,4311.04,862.208,538.88,1.0833333333333333,0.0,0.0,,,0.0,0.0,0.0,5,0.625,195.0,17.5,0.2,0.0,4,4,0.8,1,7.25,,8610.7378061629,1076.34222577036,3.0,0.8,3.0,0 days 00:02:11.125000,0,0,0,0,0.0,0.0,0.0,2152.684451540725,1.0,0,934.0586666666667,0.0
512598,39.0,M,0,0,chicago,usa,UGN,5,8,2023-01-05,2023-07-16,8,198,24.75,183.375,0,5,4,1354.77,2123.0,3477.77,169.34625,265.375,270.954,0.125,0.0,0.0,1.2,1.0,2.6,1311.391806919272,4.0,9.4,8,192,2023-07-16,0.625,6556.959034596355,3,0.6,1.25,Middle Aged,3477.77,695.554,434.72125,1.0666666666666667,0.125,0.0,,0.15,0.125,0.0,0.0,5,0.625,192.0,24.75,0.6,0.0,5,4,1.2,3,9.4,,6556.95903459636,819.619879324544,2.6,1.0,4.0,0 days 00:03:03.375000,0,0,0,1,0.0,0.0,0.0,1311.391806919272,1.25,0,741.9242666666667,0.0
512610,41.0,F,0,0,las vegas,usa,LAS,6,9,2023-01-05,2023-07-01,9,147,16.333333333333332,122.11111111111111,0,6,3,2572.59,1966.0,4538.59,285.8433333333333,218.44444444444446,428.765,0.1111111111111111,60.515,0.005180066451742795,1.1666666666666667,0.6666666666666666,1.3333333333333333,1947.0470943360333,3.1666666666666665,6.166666666666667,9,177,2023-07-01,0.6666666666666666,11682.282566016152,3,0.5,2.0,Middle Aged,4538.59,756.4316666666666,504.28777777777776,0.9833333333333333,0.0,0.1111111111111111,0.1,,0.1111111111111111,6.723888888888889,0.005180066451742795,6,0.6666666666666666,177.0,16.333333333333332,0.5,0.0,6,3,1.1666666666666667,3,6.166666666666667,,11682.2825660162,1298.03139622402,1.3333333333333333,0.6666666666666666,3.0,0 days 00:02:02.111111,1,0,0,0,0.0,60.515,0.16666666666666666,1947.0470943360333,2.0,0,743.8244722222222,0.040348293129283425
512623,25.0,F,0,0,columbus,usa,CMH,0,8,2023-01-05,2023-06-18,8,60,7.5,56.25,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,,,,,,,,8,164,2023-06-18,0.0,0.0,0,,,Student,0.0,,0.0,0.9111111111111111,0.125,0.375,0.1,0.05,0.5,0.0,,0,0.0,164.0,7.5,0.0,0.0,0,0,0.0,0,,,0.0,0.0,,,0.0,0 days 00:00:56.250000,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0,,
512628,36.0,F,0,0,winnipeg,canada,YAV,4,8,2023-01-05,2023-05-07,8,135,16.875,124.875,0,3,4,1210.25,2682.0,3892.25,151.28125,335.25,302.5625,0.125,199.0,0.0,0.75,1.0,3.5,1631.2936289425625,2.0,8.333333333333334,8,122,2023-05-07,0.5,6525.174515770251,2,0.6666666666666666,0.75,Middle Aged,3892.25,973.0625,486.53125,0.6777777777777778,0.125,0.0,,0.1,0.125,0.0,0.0,4,0.5,122.0,16.875,0.5,0.0,3,4,0.75,2,8.333333333333334,,6525.17451577025,815.646814471281,3.5,1.0,2.0,0 days 00:02:04.875000,0,1,0,0,199.0,0.0,0.25,2175.0581719234165,0.75,0,659.5201388888889,0.0
512631,56.0,F,0,0,montreal,canada,YUL,3,8,2023-01-05,2023-05-22,8,157,19.625,147.5,0,3,3,1184.63,875.0,2059.63,148.07875,109.375,394.87666666666667,0.625,244.75,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1859.7137662549467,3.0,7.333333333333333,8,137,2023-05-22,0.375,5579.141298764836,2,0.6666666666666666,1.0,Middle Aged,2059.63,686.5433333333333,257.45375,0.7611111111111111,0.5,0.125,0.1,0.2,0.625,0.0,0.0,3,0.375,136.0,19.625,0.6666666666666666,0.0,3,3,1.6666666666666667,2,7.333333333333333,,5579.14129876484,697.392662345605,1.6666666666666667,1.6666666666666667,3.0,0 days 00:02:27.500000,0,3,1,1,244.75,0.0,1.0,1859.7137662549467,1.0,0,522.5357592592593,0.0
512655,45.0,F,0,0,nashville,usa,BNA,4,9,2023-01-05,2023-06-23,9,274,30.444444444444443,225.44444444444446,0,4,3,1331.52,1423.0,2754.52,147.94666666666666,158.11111111111111,332.88,0.3333333333333333,358.692,0.06305540007659946,1.25,1.0,1.75,1181.8654692456125,6.75,7.25,9,169,2023-06-23,0.4444444444444444,4727.4618769824465,1,0.25,1.3333333333333333,Middle Aged,2754.52,688.63,306.0577777777778,0.9388888888888889,0.1111111111111111,0.2222222222222222,0.2,0.15,0.3333333333333333,33.12133333333333,0.06305540007659946,4,0.4444444444444444,168.0,30.444444444444443,0.25,0.0,4,3,1.25,1,7.25,,4727.46187698245,525.273541886938,1.75,1.0,6.0,0 days 00:03:45.444444,1,1,1,0,60.6,596.184,0.5,1181.8654692456125,1.3333333333333333,0,646.5470555555555,0.4911477081184752
512671,57.0,F,1,0,st. petersburg,usa,PIE,5,8,2023-01-05,2023-07-19,8,147,18.375,135.625,0,5,5,1481.51,1896.0,3377.51,185.18875,237.0,296.302,0.125,0.0,0.0,1.0,1.0,3.2,1719.959006333906,3.8,8.0,8,195,2023-07-19,0.625,8599.795031669531,1,0.2,1.0,Middle Aged,3377.51,675.502,422.18875,1.0833333333333333,0.0,0.125,0.1,,0.125,0.0,0.0,5,0.625,194.0,18.375,0.2,0.0,5,5,1.0,1,8.0,,8599.79503166953,1074.97437895869,3.2,1.0,3.0,0 days 00:02:15.625000,0,0,1,0,0.0,0.0,0.0,1719.959006333906,1.0,0,731.7938333333333,0.0
512677,26.0,F,1,0,atlanta,usa,ATL,1,8,2023-01-05,2023-07-17,8,75,9.375,69.5,0,1,0,209.71,0.0,209.71,26.21375,0.0,209.71,0.25,0.0,0.0,1.0,,,1229.21780395285,1.0,6.0,8,193,2023-07-17,0.125,1229.2178039528535,0,0.0,,Student,209.71,209.71,26.21375,1.0722222222222222,0.125,0.125,0.35,0.05,0.25,0.0,0.0,1,0.125,192.0,9.375,0.0,0.0,1,0,1.0,0,6.0,,1229.21780395285,153.652225494107,,,1.0,0 days 00:01:09.500000,0,0,1,1,0.0,0.0,0.0,1229.21780395285,0.0,0,224.85572222222223,0.0
512680,65.0,F,1,1,montreal,canada,YMX,1,8,2023-01-05,2023-07-02,8,101,12.625,95.75,0,1,1,585.09,616.0,1201.09,73.13625,77.0,585.09,0.25,0.0,0.0,1.0,1.0,4.0,3164.31388104951,4.0,8.0,8,178,2023-07-02,0.125,3164.313881049507,0,0.0,1.0,Senior,1201.09,1201.09,150.13625,0.9888888888888889,0.0,0.25,0.2,,0.25,0.0,0.0,1,0.125,177.0,12.625,0.0,0.0,1,1,1.0,0,8.0,,3164.31388104951,395.539235131188,4.0,1.0,4.0,0 days 00:01:35.750000,0,0,2,0,0.0,0.0,0.0,3164.31388104951,1.0,0,1187.7445555555555,0.0
512691,33.0,F,0,1,new york,usa,LGA,2,8,2023-01-05,2023-07-09,8,124,15.5,115.125,0,2,2,1213.17,660.0,1873.17,151.64625,82.5,606.585,0.25,63.9,0.0,1.0,1.0,3.0,3095.374260496965,3.0,7.5,8,185,2023-07-09,0.25,6190.748520993931,0,0.0,1.0,Young Aged,1873.17,936.585,234.14625,1.027777777777778,0.125,0.125,0.2,0.15,0.25,0.0,0.0,2,0.25,184.0,15.5,0.0,0.0,2,2,1.0,0,7.5,,6190.74852099393,773.843565124241,3.0,1.0,3.0,0 days 00:01:55.125000,0,1,1,0,63.9,0.0,0.5,3095.374260496965,1.0,0,962.60125,0.0
512693,39.0,F,0,0,little rock,usa,LIT,4,8,2023-01-05,2023-06-13,8,200,25.0,185.25,0,4,4,730.22,2053.0,2783.22,91.2775,256.625,182.555,0.0,0.0,0.0,1.25,1.25,4.0,936.9089722679275,5.333333333333333,7.5,8,159,2023-06-13,0.5,3747.63588907171,1,0.25,1.0,Middle Aged,2783.22,695.805,347.9025,0.8833333333333333,0.0,0.0,,,0.0,0.0,0.0,4,0.5,159.0,25.0,0.25,0.0,4,4,1.25,1,7.5,,3747.63588907171,468.454486133964,4.0,1.25,5.0,0 days 00:03:05.250000,0,0,0,0,0.0,0.0,0.0,936.9089722679275,1.0,0,614.62775,0.0
512695,48.0,F,1,0,omaha,usa,OMA,5,8,2023-01-06,2023-07-01,8,153,19.125,141.125,0,5,3,1288.86,651.0,1939.86,161.1075,81.375,257.772,0.125,31.317,0.004398419331656832,1.0,0.6,1.2,1424.011565909668,3.0,7.4,8,176,2023-07-01,0.625,7120.057829548339,2,0.4,1.6666666666666667,Middle Aged,1939.86,387.972,242.4825,0.9777777777777777,0.0,0.125,0.1,,0.125,3.914625,0.004398419331656832,5,0.625,175.0,19.125,0.4,0.0,5,3,1.0,2,7.4,,7120.05782954834,890.007228693542,1.2,0.6,3.0,0 days 00:02:21.125000,1,0,0,0,0.0,31.317,0.2,1424.011565909668,1.6666666666666667,0,379.3504,0.034259929704084924
512696,18.0,F,0,0,buffalo,usa,BUF,3,8,2023-01-06,2023-05-25,8,149,18.625,139.25,0,1,3,726.92,9290.0,10016.92,90.865,1161.25,242.30666666666667,0.375,0.0,0.0,0.3333333333333333,1.3333333333333333,9.666666666666666,1200.5294918364066,4.0,10.0,8,139,2023-05-25,0.375,3601.5884755092156,1,1.0,0.3333333333333333,Student,10016.92,3338.9733333333334,1252.115,0.7722222222222223,0.125,0.25,0.225,0.15,0.375,0.0,0.0,3,0.375,138.0,18.625,0.3333333333333333,0.0,1,3,0.3333333333333333,1,10.0,,3601.58847550922,450.198559438652,9.666666666666666,1.3333333333333333,4.0,0 days 00:02:19.250000,1,0,1,1,0.0,0.0,0.3333333333333333,3601.58847550922,0.3333333333333333,1,2578.4294074074073,0.0
512704,31.0,F,1,1,san antonio,usa,SAT,1,8,2023-01-06,2023-03-13,8,116,14.5,107.875,0,1,0,401.05,0.0,401.05,50.13125,0.0,401.05,0.375,20.0525,0.008081602111408182,1.0,,,2481.25306388116,1.0,7.0,8,66,2023-03-13,0.125,2481.2530638811595,0,0.0,,Young Aged,401.05,401.05,50.13125,0.36666666666666664,0.125,0.25,0.125,0.05,0.375,2.5065625,0.008081602111408182,1,0.125,66.0,14.5,0.0,0.0,1,0,1.0,0,7.0,,2481.25306388116,310.156632985145,,,1.0,0 days 00:01:47.875000,1,0,1,1,0.0,20.0525,1.0,2481.25306388116,0.0,0,147.05166666666668,0.06294877758481773
512706,54.0,F,1,1,las vegas,usa,LSV,4,11,2023-01-06,2023-06-20,11,141,12.818181818181818,95.54545454545455,0,3,4,1745.44,6137.0,7882.44,158.67636363636365,557.9090909090909,436.36,0.18181818181818182,209.148,0.0038951519258147763,1.25,1.5,4.5,1466.43830812971,2.3333333333333335,8.333333333333334,11,165,2023-06-20,0.36363636363636365,5865.753232518838,2,0.6666666666666666,0.75,Middle Aged,7882.44,1970.61,716.5854545454546,0.9166666666666666,0.09090909090909091,0.09090909090909091,0.35,0.3,0.18181818181818182,2.0770909090909093,0.0038951519258147763,4,0.36363636363636365,164.0,12.818181818181818,0.5,0.0,3,4,1.25,2,8.333333333333334,,5865.75323251884,533.250293865349,4.5,1.5,2.0,0 days 00:01:35.545455,1,1,0,0,186.3,22.848,0.5,1955.25107750628,0.75,0,1806.3925,0.030339906476101523
512780,44.0,F,0,0,vancouver,canada,YVR,3,9,2023-01-06,2023-06-15,9,135,15.0,110.33333333333333,0,2,3,765.83,4031.0,4796.83,85.09222222222222,447.8888888888889,255.27666666666667,0.1111111111111111,306.0,0.0,0.6666666666666666,1.0,4.333333333333333,1538.9245504376668,3.0,7.5,9,160,2023-06-15,0.3333333333333333,4616.7736513129985,1,0.5,0.6666666666666666,Middle Aged,4796.83,1598.9433333333334,532.9811111111111,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1,0.15,0.2222222222222222,0.0,0.0,3,0.3333333333333333,160.0,15.0,0.3333333333333333,0.0,2,3,0.6666666666666666,1,7.5,,4616.773651313,512.974850145889,4.333333333333333,1.0,3.0,0 days 00:01:50.333333,1,1,0,0,306.0,0.0,0.6666666666666666,2308.3868256565,0.6666666666666666,0,1421.282962962963,0.0
512786,41.0,M,0,0,new york,usa,LGA,4,8,2023-01-06,2023-07-04,8,150,18.75,139.0,0,4,4,1451.7,3748.0,5199.7,181.4625,468.5,362.925,0.0,0.0,0.0,1.0,1.0,7.0,2294.863133954875,7.333333333333333,8.5,8,179,2023-07-04,0.5,9179.452535819499,2,0.5,1.0,Middle Aged,5199.7,1299.925,649.9625,0.9944444444444445,0.0,0.0,,,0.0,0.0,0.0,4,0.5,178.0,18.75,0.5,0.0,4,4,1.0,2,8.5,,9179.4525358195,1147.43156697744,7.0,1.0,7.0,0 days 00:02:19,0,0,0,0,0.0,0.0,0.0,2294.863133954875,1.0,0,1292.7031944444445,0.0
512787,53.0,F,0,0,new york,usa,LGA,4,8,2023-01-06,2023-06-28,8,170,21.25,158.75,0,4,4,1775.72,1568.0,3343.72,221.965,196.0,443.93,0.25,157.3675,0.0036068324242282085,1.5,1.5,3.25,2486.0802902199525,4.0,11.25,8,173,2023-06-28,0.5,9944.32116087981,1,0.25,1.0,Middle Aged,3343.72,835.93,417.965,0.9611111111111111,0.125,0.125,0.05,0.15,0.25,4.4834375,0.0036068324242282085,4,0.5,172.0,21.25,0.25,0.0,4,4,1.5,1,11.25,,9944.32116087981,1243.04014510998,3.25,1.5,4.0,0 days 00:02:38.750000,1,1,0,0,121.5,35.8675,0.5,2486.0802902199525,1.0,0,803.4216111111111,0.028094143825510457
512791,35.0,F,0,1,atlanta,usa,ATL,3,8,2023-01-06,2023-03-28,8,102,12.75,96.625,0,3,3,1240.95,1128.0,2368.95,155.11875,141.0,413.65,0.125,122.554,0.02148376258168124,1.3333333333333333,1.3333333333333333,3.0,1901.49808154026,3.3333333333333335,6.333333333333333,8,81,2023-03-28,0.375,5704.494244620784,3,1.0,1.0,Middle Aged,2368.95,789.65,296.11875,0.45,0.0,0.125,0.2,,0.125,15.31925,0.02148376258168124,3,0.375,81.0,12.75,1.0,0.0,3,3,1.3333333333333333,3,6.333333333333333,,5704.49424462078,713.061780577598,3.0,1.3333333333333333,3.0,0 days 00:01:36.625000,1,0,0,0,0.0,122.554,0.3333333333333333,1901.49808154026,1.0,1,355.3425,0.16734016025488746
512801,54.0,F,0,0,los angeles,usa,LAX,7,8,2023-01-06,2023-07-19,8,166,20.75,153.875,0,7,6,3756.45,2007.0,5763.45,469.55625,250.875,536.6357142857142,0.0,0.0,0.0,1.0,0.8571428571428571,2.857142857142857,3021.6290324402144,3.4285714285714284,7.571428571428571,8,194,2023-07-19,0.875,21151.403227081453,3,0.42857142857142855,1.1666666666666667,Middle Aged,5763.45,823.35,720.43125,1.0777777777777777,0.0,0.0,,,0.0,0.0,0.0,7,0.875,193.0,20.75,0.42857142857142855,0.0,7,6,1.0,3,7.571428571428571,,21151.4032270814,2643.92540338518,2.857142857142857,0.8571428571428571,3.0,0 days 00:02:33.875000,0,0,0,0,0.0,0.0,0.0,3021.6290324402,1.1666666666666667,0,887.3883333333333,0.0
512826,42.0,F,1,0,richmond,usa,RIC,4,8,2023-01-06,2023-07-15,8,140,17.5,131.375,0,4,2,1917.11,505.0,2422.11,239.63875,63.125,479.2775,0.125,0.0,0.0,1.5,0.5,1.25,1404.53989575953,3.75,7.5,8,190,2023-07-15,0.5,5618.159583038123,4,1.0,2.0,Middle Aged,2422.11,605.5275,302.76375,1.0555555555555556,0.0,0.125,0.1,,0.125,0.0,0.0,4,0.5,189.0,17.5,1.0,0.0,4,2,1.5,4,7.5,,5618.15958303812,702.269947879765,1.25,0.5,3.0,0 days 00:02:11.375000,0,0,1,0,0.0,0.0,0.0,1404.53989575953,2.0,1,639.1679166666667,0.0
512831,45.0,F,0,0,san antonio,usa,SKF,4,8,2023-01-06,2023-07-10,8,114,14.25,104.75,0,3,2,2280.32,1422.0,3702.32,285.04,177.75,570.08,0.5,0.0,0.0,1.5,0.5,1.25,1324.095685080295,3.3333333333333335,7.666666666666667,8,185,2023-07-10,0.5,5296.382740321178,3,1.0,1.5,Middle Aged,3702.32,925.58,462.79,1.027777777777778,0.25,0.375,0.13333333333333333,0.175,0.625,0.0,0.0,4,0.5,184.0,14.25,0.75,0.0,3,2,1.5,3,7.666666666666667,,5296.38274032118,662.047842540147,1.25,0.5,3.0,0 days 00:01:44.750000,0,1,3,1,0.0,0.0,0.25,1765.4609134403934,1.5,1,951.2905555555556,0.0
512835,42.0,F,1,0,los angeles,usa,LAX,5,8,2023-01-06,2023-07-07,8,127,15.875,118.0,0,5,5,3479.03,9048.0,12527.03,434.87875,1131.0,695.806,0.25,197.288,0.010881274417642148,1.8,1.8,4.0,2920.39321685316,4.4,10.0,8,182,2023-07-07,0.625,14601.966084265825,1,0.2,1.0,Middle Aged,12527.03,2505.406,1565.87875,1.011111111111111,0.125,0.125,0.2,0.15,0.25,19.861,0.010881274417642148,5,0.625,181.0,15.875,0.2,0.0,5,5,1.8,1,10.0,,14601.9660842658,1825.24576053323,4.0,1.8,4.0,0 days 00:01:58,1,1,0,0,38.4,635.552,0.4,2920.39321685316,1.0,0,2533.243844444444,0.0847558335232333
512846,39.0,F,1,1,montreal,canada,YUL,4,8,2023-01-06,2023-03-27,8,196,24.5,179.875,0,4,3,1440.28,1104.0,2544.28,180.035,138.0,360.07,0.25,3.5,0.0,1.0,0.75,2.0,2070.6436558015826,2.5,7.5,8,80,2023-03-27,0.5,8282.574623206327,0,0.0,1.3333333333333333,Middle Aged,2544.28,636.07,318.035,0.4444444444444444,0.25,0.125,0.2,0.075,0.375,0.0,0.0,4,0.5,79.0,24.5,0.0,0.0,4,3,1.0,0,7.5,,8282.57462320633,1035.32182790079,2.0,0.75,2.0,0 days 00:02:59.875000,0,1,1,1,3.5,0.0,0.25,2070.6436558015826,1.3333333333333333,0,282.6977777777778,0.0
512848,37.0,F,0,0,houston,usa,EFD,3,8,2023-01-06,2023-06-01,8,128,16.0,120.25,0,2,3,522.18,717.0,1239.18,65.2725,89.625,174.06,0.25,21.0,0.0,0.6666666666666666,1.0,2.3333333333333335,904.8693444820833,2.5,5.0,8,146,2023-06-01,0.375,2714.6080334462454,0,0.0,0.6666666666666666,Middle Aged,1239.18,413.06,154.8975,0.8111111111111111,0.125,0.125,0.05,0.1,0.25,0.0,0.0,3,0.375,145.0,16.0,0.0,0.0,2,3,0.6666666666666666,0,5.0,,2714.60803344625,339.326004180781,2.3333333333333335,1.0,2.0,0 days 00:02:00.250000,0,1,1,0,21.0,0.0,0.3333333333333333,1357.304016723125,0.6666666666666666,0,335.03755555555557,0.0
512880,48.0,F,0,0,minneapolis,usa,MSP,2,8,2023-01-06,2023-06-17,8,54,6.75,50.75,0,2,1,378.41,540.0,918.41,47.30125,67.5,189.205,0.25,0.0,0.0,1.0,0.5,2.0,998.484134116605,3.0,7.0,8,162,2023-06-17,0.25,1996.968268233214,1,0.5,2.0,Middle Aged,918.41,459.205,114.80125,0.9,0.25,0.0,,0.125,0.25,0.0,0.0,2,0.25,162.0,6.75,0.5,0.0,2,1,1.0,1,7.0,,1996.96826823321,249.621033529152,2.0,0.5,3.0,0 days 00:00:50.750000,0,1,0,1,0.0,0.0,0.5,998.484134116605,2.0,0,413.2845,0.0
512887,40.0,M,0,0,san diego,usa,SAN,3,8,2023-01-06,2023-07-08,8,172,21.5,160.0,0,3,3,1423.53,1729.0,3152.53,177.94125,216.125,474.51,0.375,162.2295,0.02026961786977176,1.0,1.0,3.3333333333333335,2667.8598653132335,4.0,8.666666666666666,8,183,2023-07-08,0.375,8003.579595939701,2,0.6666666666666666,1.0,Middle Aged,3152.53,1050.8433333333332,394.06625,1.0166666666666666,0.0,0.375,0.1,,0.375,20.2786875,0.02026961786977176,3,0.375,183.0,21.5,0.6666666666666666,0.0,3,3,1.0,2,8.666666666666666,,8003.5795959397,1000.44744949246,3.3333333333333335,1.0,4.0,0 days 00:02:40,3,0,0,0,0.0,162.2295,1.0,2667.8598653132335,1.0,0,1068.3573888888889,0.15788301000520075
512888,38.0,F,1,0,chicago,usa,MDW,3,8,2023-01-06,2023-05-15,8,85,10.625,78.375,0,2,3,682.05,5496.0,6178.05,85.25625,687.0,227.35,0.25,0.0,0.0,0.6666666666666666,1.3333333333333333,8.666666666666666,1297.1306542359034,2.5,6.5,8,129,2023-05-15,0.375,3891.391962707708,1,0.5,0.6666666666666666,Middle Aged,6178.05,2059.35,772.25625,0.7166666666666667,0.0,0.25,0.125,,0.25,0.0,0.0,3,0.375,129.0,10.625,0.3333333333333333,0.0,2,3,0.6666666666666666,1,6.5,,3891.39196270771,486.423995338463,8.666666666666666,1.3333333333333333,2.0,0 days 00:01:18.375000,1,0,1,0,0.0,0.0,0.3333333333333333,1945.695981353855,0.6666666666666666,0,1475.8675,0.0
512900,33.0,F,0,0,miami,usa,OPF,4,9,2023-01-06,2023-07-19,9,92,10.222222222222221,76.44444444444444,0,1,4,418.13,4960.0,5378.13,46.458888888888886,551.1111111111111,104.5325,0.2222222222222222,349.6195,0.027437919500301527,0.25,1.25,6.75,571.4673446661175,3.0,5.0,9,194,2023-07-19,0.4444444444444444,2285.86937866447,0,0.0,0.25,Young Aged,5378.13,1344.5325,597.57,1.0777777777777777,0.1111111111111111,0.1111111111111111,0.15,0.1,0.2222222222222222,6.968833333333333,0.027437919500301527,4,0.4444444444444444,193.0,10.222222222222221,0.0,0.0,1,4,0.25,0,5.0,,2285.86937866447,253.985486518274,6.75,1.25,3.0,0 days 00:01:16.444444,1,1,0,0,286.9,62.7195,0.5,2285.86937866447,0.25,0,1449.10725,0.21371795693535578
512904,65.0,F,1,0,phoenix,usa,PHX,5,8,2023-01-06,2023-07-09,8,121,15.125,112.125,0,4,5,1630.8,8526.0,10156.8,203.85,1065.75,326.16,0.25,442.0,0.0,0.8,1.0,8.8,1795.292370792456,5.25,9.75,8,184,2023-07-09,0.625,8976.461853962282,5,1.25,0.8,Senior,10156.8,2031.36,1269.6,1.0222222222222221,0.125,0.125,0.1,0.1,0.25,0.0,0.0,5,0.625,184.0,15.125,1.0,0.0,4,5,0.8,5,9.75,,8976.46185396228,1122.05773174529,8.8,1.0,5.0,0 days 00:01:52.125000,0,1,1,0,442.0,0.0,0.2,2244.11546349057,0.8,1,2076.501333333333,0.0
512922,35.0,F,0,1,tucson,usa,TUS,2,8,2023-01-06,2023-05-24,8,145,18.125,135.625,0,2,1,679.28,195.0,874.28,84.91,24.375,339.64,0.625,58.5,0.0,1.0,0.5,0.5,1828.715851950515,1.5,8.5,8,138,2023-05-24,0.25,3657.4317039010302,2,1.0,2.0,Middle Aged,874.28,437.14,109.285,0.7666666666666667,0.125,0.5,0.1375,0.3,0.625,0.0,0.0,2,0.25,138.0,18.125,1.0,0.0,2,1,1.0,2,8.5,,3657.43170390103,457.178962987629,0.5,0.5,1.0,0 days 00:02:15.625000,0,1,4,0,58.5,0.0,0.5,1828.715851950515,2.0,1,335.1406666666667,0.0
512928,19.0,F,0,0,los angeles,usa,LAX,1,8,2023-01-06,2023-07-04,8,374,46.75,1061.5,1,0,0,6555.2,5070.0,11625.2,819.4,633.75,6555.2,0.5,327.76,0.011239042547466532,4.0,2.0,30.0,29162.6264973863,17.0,144.0,8,179,2023-07-04,0.25,29162.626497386344,2,1.0,1.0,Student,11625.2,11625.2,1453.15,0.9944444444444445,0.375,0.25,0.1,0.15,0.625,40.97,0.011239042547466532,1,0.125,179.0,46.75,2.0,1.0,1,1,4.0,2,144.0,91.0,29162.6264973863,3645.32831217329,30.0,2.0,17.0,0 days 00:17:41.500000,2,1,0,2,0.0,655.52,3.0,29162.6264973863,1.0,2,11560.615555555556,0.08754254166857248
512943,47.0,F,1,1,toronto,canada,YKZ,4,8,2023-01-06,2023-05-25,8,107,13.375,99.625,0,4,2,1641.75,1938.0,3579.75,205.21875,242.25,410.4375,0.125,0.0,0.0,1.0,0.5,1.5,2268.53920673776,3.5,6.75,8,139,2023-05-25,0.5,9074.15682695104,2,0.5,2.0,Middle Aged,3579.75,894.9375,447.46875,0.7722222222222223,0.0,0.125,0.15,,0.125,0.0,0.0,4,0.5,139.0,13.375,0.5,0.0,4,2,1.0,2,6.75,,9074.15682695104,1134.26960336888,1.5,0.5,3.0,0 days 00:01:39.625000,0,0,1,0,0.0,0.0,0.0,2268.53920673776,2.0,0,691.090625,0.0
512945,26.0,F,0,0,los angeles,usa,LAX,3,8,2023-01-06,2023-06-26,8,119,14.875,110.75,0,2,2,964.75,2894.0,3858.75,120.59375,361.75,321.5833333333333,0.375,0.0,0.0,0.6666666666666666,0.6666666666666666,6.0,1803.5629529608034,11.0,117.5,8,171,2023-06-26,0.375,5410.688858882411,0,0.0,1.0,Student,3858.75,1286.25,482.34375,0.95,0.125,0.375,0.19999999999999996,0.25,0.5,0.0,0.0,3,0.375,171.0,14.875,0.0,0.0,2,2,0.6666666666666666,0,117.5,,5410.68885888241,676.336107360301,6.0,0.6666666666666666,11.0,0 days 00:01:50.750000,0,0,3,1,0.0,0.0,0.0,2705.344429441205,1.0,0,1221.9375,0.0
